1.0,0.2,152.0,1.0
2.0,0.2,189.0,1.0
3.0,0.2,425.0,1.0
4.0,0.2,858.0,1.0
5.0,0.3,253.0,1.0
6.0,0.4,136.0,1.0
7.0,0.5,18.0,1.0
8.0,0.5,205.0,1.0
9.0,0.7,618.0,1.0
10.0,0.9,433.0,1.0
11.0,1.0,41.0,1.0
12.0,1.0,77.0,1.0
13.0,1.0,526.0,1.0
14.0,1.0,949.0,1.0
15.0,2.0,224.0,1.0
16.0,2.0,519.0,1.0
17.0,2.0,813.0,1.0
18.0,2.0,984.0,1.0
19.0,3.0,21.0,1.0
20.0,3.0,33.0,1.0
21.0,3.0,659.0,1.0
22.0,4.0,9.0,1.0
23.0,4.0,19.0,1.0
24.0,4.0,22.0,1.0
25.0,4.0,25.0,1.0
26.0,4.0,26.0,1.0
27.0,4.0,349.0,1.0
28.0,4.0,609.0,1.0
29.0,5.0,14.0,1.0
30.0,5.0,361.0,1.0
31.0,5.0,937.0,1.0
32.0,6.0,7.0,1.0
33.0,6.0,8.0,1.0
34.0,6.0,24.0,1.0
35.0,7.0,12.0,1.0
36.0,7.0,27.0,1.0
37.0,8.0,16.0,1.0
38.0,8.0,48.0,1.0
39.0,8.0,783.0,1.0
40.0,9.0,21.0,1.0
41.0,9.0,342.0,1.0
42.0,9.0,417.0,1.0
43.0,10.0,1.0,1.0
44.0,10.0,16.0,1.0
45.0,10.0,20.0,1.0
46.0,10.0,28.0,1.0
47.0,10.0,88.0,1.0
48.0,11.0,11.0,1.0
49.0,11.0,121.0,1.0
50.0,11.0,274.0,1.0
51.0,12.0,5.0,2.0
52.0,14.0,10.0,1.0
53.0,14.0,13.0,1.0
54.0,14.0,418.0,1.0
55.0,14.0,930.0,1.0
56.0,15.0,5.0,2.0
57.0,15.0,22.0,2.0
58.0,15.0,23.0,1.0
59.0,15.0,58.0,1.0
60.0,16.0,99.0,1.0
61.0,17.0,751.0,2.0
62.0,18.0,5.0,1.0
63.0,18.0,28.0,1.0
64.0,18.0,242.0,1.0
65.0,18.0,576.0,2.0
66.0,19.0,10.0,2.0
67.0,19.0,13.0,2.0
68.0,19.0,275.0,2.0
69.0,19.0,740.0,2.0
70.0,20.0,6.0,2.0
71.0,22.0,9.0,2.0
72.0,23.0,7.0,2.0
73.0,23.0,700.0,2.0
74.0,23.0,803.0,2.0
75.0,27.0,9.0,2.0
76.0,27.0,829.0,2.0
77.0,27.0,874.0,2.0
78.0,28.0,2.0,3.0
79.0,28.0,42.0,2.0
80.0,29.0,451.0,2.0
81.0,30.0,796.0,2.0
82.0,31.0,445.0,2.0
83.0,31.0,610.0,2.0
84.0,32.0,220.0,2.0
85.0,32.0,221.0,2.0
86.0,32.0,289.0,2.0
87.0,34.0,471.0,2.0
88.0,35.0,7.0,2.0
89.0,35.0,674.0,2.0
90.0,36.0,229.0,2.0
91.0,37.0,8.0,2.0
92.0,37.0,27.0,2.0
93.0,37.0,600.0,2.0
94.0,38.0,3.0,2.0
95.0,38.0,394.0,2.0
96.0,38.0,665.0,2.0
97.0,39.0,37.0,2.0
98.0,40.0,874.0,2.0
99.0,41.0,33.0,2.0
100.0,41.0,646.0,2.0
101.0,42.0,3.0,3.0
102.0,42.0,7.0,2.0
103.0,42.0,101.0,2.0
104.0,42.0,149.0,2.0
105.0,42.0,506.0,2.0
106.0,43.0,17.0,2.0
107.0,43.0,455.0,2.0
108.0,44.0,11.0,2.0
109.0,46.0,133.0,2.0
110.0,47.0,335.0,2.0
111.0,47.0,838.0,2.0
112.0,48.0,664.0,2.0
113.0,50.0,15.0,2.0
114.0,50.0,34.0,2.0
115.0,53.0,61.0,2.0
116.0,55.0,10.0,2.0
117.0,56.0,5.0,2.0
118.0,56.0,16.0,2.0
119.0,57.0,38.0,2.0
120.0,57.0,838.0,2.0
121.0,58.0,42.0,2.0
122.0,59.0,1.0,3.0
123.0,65.0,97.0,2.0
124.0,70.0,16.0,2.0
125.0,70.0,35.0,2.0
126.0,71.0,38.0,2.0
127.0,73.0,1.0,3.0
128.0,73.0,10.0,3.0
129.0,73.0,14.0,2.0
130.0,73.0,42.0,2.0
131.0,75.0,4.0,3.0
132.0,78.0,6.0,3.0
133.0,80.0,1.0,3.0
134.0,80.0,17.0,2.0
135.0,81.0,0.0,3.0
136.0,87.0,2.0,3.0
137.0,87.0,13.0,2.0
138.0,90.0,2.0,3.0
139.0,92.0,20.0,2.0
140.0,94.0,12.0,2.0
141.0,95.0,31.0,2.0
142.0,96.0,27.0,2.0
143.0,97.0,0.0,3.0
144.0,98.0,10.0,2.0
145.0,98.0,49.0,2.0
146.0,101.0,3.0,3.0
147.0,104.0,498.0,2.0
148.0,105.0,4.0,3.0
149.0,108.0,233.0,2.0
150.0,109.0,3.0,3.0
151.0,109.0,4.0,3.0
152.0,114.0,9.0,3.0
153.0,116.0,1.0,3.0
154.0,118.0,67.0,2.0
155.0,120.0,47.0,2.0
156.0,127.0,113.0,2.0
157.0,128.0,15.0,3.0
158.0,131.0,368.0,2.0
159.0,133.0,8.0,3.0
160.0,136.0,7.0,3.0
161.0,138.0,487.0,2.0
162.0,145.0,8.0,3.0
163.0,145.0,361.0,2.0
164.0,151.0,356.0,2.0
165.0,156.0,595.0,2.0
166.0,158.0,817.0,2.0
167.0,165.0,687.0,2.0
168.0,168.0,376.0,2.0
169.0,170.0,486.0,2.0
170.0,201.0,834.0,2.0
171.0,202.0,483.0,2.0
172.0,223.0,229.0,2.0
173.0,229.0,607.0,2.0
174.0,255.0,653.0,3.0
175.0,315.0,359.0,3.0
176.0,331.0,4.0,3.0
177.0,331.0,397.0,3.0
178.0,333.0,513.0,3.0
179.0,335.0,17.0,3.0
180.0,377.0,5.0,3.0
181.0,391.0,435.0,3.0
182.0,393.0,173.0,3.0
183.0,446.0,834.0,3.0
184.0,453.0,118.0,3.0
185.0,464.0,4.0,3.0
186.0,471.0,280.0,3.0
187.0,480.0,868.0,3.0
188.0,482.0,31.0,3.0
189.0,493.0,676.0,3.0
190.0,531.0,890.0,3.0
191.0,582.0,4.0,3.0
192.0,586.0,4.0,3.0
193.0,597.0,506.0,3.0
194.0,614.0,3.0,3.0
195.0,614.0,947.0,3.0
196.0,637.0,17.0,3.0
197.0,672.0,2.0,3.0
198.0,751.0,99.0,3.0
199.0,761.0,2.0,3.0
200.0,792.0,766.0,3.0
201.0,806.0,3.0,3.0
202.0,854.0,811.0,3.0
203.0,900.0,8.0,3.0
204.0,944.0,10.0,3.0
205.0,980.0,6.0,3.0
206.0,996.0,755.0,3.0
